score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0.7871347315171185,0.9997391104698181,409.8117099719101,596.3464126872659,0.9998725652694702,449.61844569288394,535.8475245786517,0.9997842311859131,339.8904933286517,552.9252253043071,0.9997648000717163,540.3725567649813,587.556801556648,0.9982364773750305,278.90573794475654,616.3276860955057,0.9433766603469849,737.2406805945693,866.6239466292135,0.9630619287490845,217.82683754681648,900.8057555009364,0.99521404504776,732.4931969803372,1343.191713483146,0.9979092478752136,310.3108906835206,1389.3839243913858,0.9991780519485474,530.1049713249064,1071.087971090824,0.9982566833496094,405.67547401685397,1083.78438085206,0.8728756904602051,619.3251843398878,1453.0224426498128,0.8502137660980225,315.31301205524346,1478.4827071629213,0.06148195266723633,893.7074262640449,1904.1078534644196,0.5580268502235413,185.8368079939139,1930.4999122191011,0.0472034215927124,675.7451866807116,1765.1022647471912,0.09709495306015015,1093.9529201779026,1915.790174391385
0.7847350029384389,0.9995696544647217,385.02062851123594,600.6527972846442,0.9998803734779358,452.9927434456929,537.3383734199439,0.9997564554214478,341.4036897237828,554.1730307818352,0.9997601509094238,541.1140859082398,588.3521330758427,0.9976258277893066,280.4597524578652,615.7601825842697,0.9324907064437866,732.9846237125469,868.1550649578652,0.9630299210548401,213.4737096207865,904.0849572799626,0.994152307510376,714.2575198970037,1349.8014688670412,0.9963959455490112,292.10725362827714,1392.8334211142324,0.9989283084869385,533.0963980571162,1071.9373975889514,0.9986265897750854,400.77108204588023,1080.667573735955,0.892242431640625,622.8530986657304,1453.4451076779026,0.8544341325759888,336.8057993913858,1466.6511587078653,0.06504625082015991,899.8212195692884,1909.7856683052435,0.5023996233940125,203.18447155898878,1852.6468867041199,0.05359813570976257,901.3733321629213,1906.9338132022472,0.09255823493003845,1092.281718164794,1916.957221441947
0.7732374633059782,0.9996981024742126,387.62698970037457,600.7030152738764,0.9998754262924194,453.2066362359551,538.8206636235956,0.9997377395629883,341.9623419943821,555.782969042603,0.9997544288635254,542.3159527153558,588.7338702598315,0.9978034496307373,285.0133865870787,617.1468281835206,0.9248958826065063,735.8832952949438,867.5134597378277,0.972117006778717,217.20373946629218,902.2838395365169,0.994266152381897,722.7763635299625,1343.71561914794,0.9979116916656494,307.4931969803371,1386.9109901685395,0.9994102716445923,535.3811154026217,1078.1147588951312,0.9976578950881958,392.36598782771534,1081.8459591526218,0.8802410364151001,613.622425093633,1444.4376170411986,0.8124468326568604,339.37843808520597,1510.1913623595506,0.0551781952381134,890.4918656367042,1901.4690133426966,0.3770383596420288,194.51932642790268,1849.3098958333335,0.04945093393325806,897.7988939606741,1903.932730571161,0.087553471326828,1092.4568410580525,1915.050035112359
0.7831633809734794,0.9997268319129944,388.89776451310865,601.001250877809,0.999882698059082,455.5658210440075,539.4741924157304,0.9997446537017822,343.1785463483146,555.9605424859551,0.9997265934944153,543.1351679541199,590.1484594452247,0.9981662034988403,286.81618679775283,618.3426966292135,0.9312260746955872,727.3877136001872,862.6235516151686,0.9745557904243469,213.35952130149815,902.7081138810862,0.9881409406661987,714.7496049859551,1336.077510533708,0.9981037378311157,315.12567298689146,1389.563582631086,0.9992127418518066,544.2998010299626,1087.1802580758426,0.9985549449920654,386.1946248829588,1088.7676293305244,0.8432481288909912,633.6365431882023,1472.6414735486892,0.8582378625869751,342.59970447097385,1467.4239232209738,0.05968394875526428,888.1560159176031,1901.370698735955,0.5411557555198669,194.91280430711618,1855.5910580524346,0.04263949394226074,913.872893258427,1914.2165554775281,0.08177107572555542,1092.5356975655432,1914.828388342696
0.7868430807309992,0.9997840523719788,389.83716643258435,601.7273817883895,0.9998942613601685,458.1021769662922,539.6580933988764,0.9997707605361938,344.29124239232215,556.187273232678,0.9997134208679199,544.5282508192885,589.8903104517791,0.9981412887573242,289.41779318820227,618.7761148174158,0.9347510933876038,734.3867772705994,864.4951866807116,0.9723941087722778,221.12813085205994,900.0644458099251,0.9841951727867126,710.5162248361423,1348.4904611423221,0.9979492425918579,323.17891210205994,1391.287745786517,0.9956570267677307,562.5888781601124,1094.4284000468165,0.998892068862915,388.01849250936334,1095.8218486657304,0.7907273769378662,638.0209796348315,1474.9515742041199,0.8739189505577087,340.40071980337086,1471.1819698033707,0.07229667901992798,891.3309047284645,1905.4037921348315,0.5906866788864136,187.32740080758424,1916.3930828651687,0.05854588747024536,1119.7669417134832,1925.667573735955,0.10901430249214172,1113.5356683052435,1922.701457162921
0.7766851887983435,0.9998074769973755,390.0495962078652,601.103515625,0.9998894929885864,458.8083011470038,541.354532420412,0.9997893571853638,345.5523613061798,556.7070093047753,0.9997200965881348,545.8439401919476,590.8736028206929,0.9974616765975952,293.89973958333337,620.6641356507491,0.9309035539627075,738.8445839185395,866.3311241807116,0.9778854846954346,232.07660346441946,895.2696336610487,0.9917238354682922,697.2653323970037,1331.649695692884,0.9971689581871033,336.386645599251,1383.19844335206,0.9944744110107422,575.7521360018727,1117.844466877341,0.9984517097473145,393.21826720505624,1108.825711025281,0.8374013900756836,683.9812295177903,1455.2083333333335,0.8728407621383667,363.0708684456929,1476.0186973314608,0.06289801001548767,892.576954588015,1905.1324028558054,0.37847739458084106,202.94673162453182,1848.3892205056181,0.0623229444026947,1121.261411516854,1920.9274051966293,0.10243165493011475,1117.3699379681648,1919.365929307116
0.7837117068907794,0.9998769760131836,390.7963190543071,600.9182613529963,0.9998701810836792,457.6312324438203,542.9608131437266,0.9998286962509155,346.2473665730338,557.2246605805244,0.9997347593307495,548.0036429073034,589.5155591643259,0.9979665279388428,269.04282244850185,614.6020599250936,0.9210337400436401,738.6088922050562,866.9403236189139,0.972588300704956,234.20251053370794,905.3268375468165,0.992406964302063,690.4425620318352,1349.6095213014983,0.9978324174880981,325.55821336610495,1388.493533473783,0.9913148880004883,538.0003511235956,1125.1262581928838,0.9988059997558594,383.48409702715355,1125.0359170177903,0.8473919630050659,633.7922079822097,1423.5239641853932,0.8592475056648254,363.36405664794006,1477.3017614700375,0.07157158851623535,888.8543129681648,1904.7741104868915,0.5258826017379761,207.95141327247188,1849.8651100187267,0.05218273401260376,1126.2658005617977,1923.1702071629213,0.09556317329406738,1121.8469101123596,1920.936914794007
0.7852737114709967,0.9998605251312256,392.36569522471916,601.2075359901686,0.9998871684074402,457.68046289794006,544.4047723548689,0.9998183250427246,348.2832250702247,557.8564270248128,0.9997355341911316,550.0389161985019,591.3200418422285,0.9984534978866577,272.9755530196629,615.4774549391386,0.8983193039894104,741.6412833567417,871.3678458567416,0.9697877764701843,238.7800649578652,907.8362008426967,0.9929940700531006,698.1244879447565,1353.2920763108614,0.9982784986495972,332.8374444054307,1385.1303546348315,0.9884700775146484,575.7031981507491,1137.0776275749065,0.9944978952407837,390.5193703183521,1140.13203710206,0.8493829369544983,683.4128481975656,1455.2590999531835,0.8703638315200806,341.19352762172286,1473.43515917603,0.07818397879600525,898.4891444288389,1904.4282537453184,0.5470523834228516,204.13864992977528,1851.4055184925094,0.062297940254211426,907.7542720037454,1910.821336610487,0.10226935148239136,1121.3812324438202,1923.368299391385
0.7827015010749593,0.9998902082443237,394.7828885767791,601.8720739700375,0.9999188184738159,459.35151860955057,545.1646989115169,0.9998421669006348,350.7934661750936,558.8837927200375,0.9996957778930664,553.9042749297753,590.1359140917604,0.9986987113952637,276.0284995318352,615.072346090824,0.9024096131324768,745.8836610486892,873.4952159410112,0.9672099947929382,241.5938816713483,911.4217579588015,0.9895676374435425,697.4672284644196,1350.396330758427,0.9960384964942932,345.4754067181648,1379.1695926966293,0.9933596849441528,548.0443147237828,1140.4292485955057,0.9857964515686035,379.37682876872657,1149.231551381086,0.8527390956878662,681.2523408239701,1456.243270131086,0.8768614530563354,343.06465063202245,1473.0969101123596,0.07892864942550659,901.9484433520599,1902.8316654962548,0.5375949740409851,197.15253394194758,1827.1841350655432,0.04815611243247986,914.6875,1912.5065835674159,0.07921767234802246,1130.211405664794,1921.464916900749
0.7880657946362215,0.9998661279678345,396.8151626872659,603.3732736423221,0.9999397993087769,461.0752428604869,547.1304058403558,0.9998537302017212,353.2296055711611,560.4944990636704,0.9997143745422363,555.8042924859551,591.0755720388577,0.9988435506820679,278.9299508426966,616.6079997659176,0.8978614807128906,754.6846471207866,874.9226065074906,0.9707702398300171,225.98402387640454,924.5292017790263,0.9938777685165405,709.8466760299625,1341.4997366573034,0.9921791553497314,359.494455173221,1374.3507139513108,0.989063024520874,544.9936358848315,1141.3649929775281,0.9833970069885254,386.03493679775283,1157.423118562734,0.8385833501815796,682.1536312031835,1455.69844335206,0.8536361455917358,342.1429511938203,1475.3037219101125,0.10142669081687927,906.5816654962548,1904.3668071161048,0.5971218347549438,199.64031776685397,1822.81015917603,0.07142025232315063,915.3281542602997,1910.048133192884,0.10956397652626038,662.8237652153559,1910.52288155430
